"isbn","title","author","summary","pages","year","language","publisher","subjects","genres"
"978-3-7698-1858-1","Im Morgenkreis Frühling und Ostern erleben","Seggewiß, Swana","Reizvolle Ideenfundgrube für morgendliche Rituale im Stuhlkreis: Lieder (auch auf beilieg. CD), Geschichten, Spiele und Bastelaktionen zur Wahrnehmung des Erwachens der Natur, der Osterzeit bis zum Muttertag.  Neben Biermann (DSN 303738, 17x und DSN 3522803, 13x) und Pertler (DSN 264070, 31x).   http://www.amazon.de/Morgenkreis-Fr%C3%BChling-Ostern-erleben-Geschichten/dp/376981858X/ref=sr_1_1?s=books&ie=UTF8&qid=1328619612&sr=1-1","120","2011","ger","Don Bosco","Frühjahr; Kindergartenerziehung; Ostern; Kindergarten; Frühjahr <Motiv>; Kinderlied; Lied; Ostern <Motiv>; Kinderlied; Lied","Musiktonträger; Musiktonträger"
"978-3-7698-2024-9","Das goldene Schatzbuch ganzheitlichen Lernens","Liebertz, Charmaine","NB-Fall: Die Voraufl. 1999 (DSN 223223, noch in 051, 132, 148, 176 / 6 Löschex.) war breit entliehen und dürfte verbraucht sein.   http://www.amazon.de/goldene-Schatzbuch-ganzheitlichen-Lernens-Schl%C3%BCsselkompetenzen/dp/376982024X/ref=sr_1_1?s=books&ie=UTF8&qid=1390484302&sr=1-1&keywords=9783769820249","216","2013","ger","Don-Bosco-Verl.","Ganzheitliches Denken; Lernen; Pädagogische Psychologie; Ganzheitliches Denken; Lernen; Kind; Bewegungsspiel; Konzentrationsspiel; Wahrnehmungsförderung; Kind; Entspannungsübung; Wahrnehmungsförderung; Kinderspiel","Beispielsammlung; Beispielsammlung; Beispielsammlung; Beispielsammlung; Beispielsammlung"
"978-3-7698-2079-9","Fantasiereisen für Erwachsene","Müller, Anne-Katrin","Angenehm gestaltete, handliche Sammlung von kurzen meditativen Geschichten zum Vorlesen vergleichbar mit Else Müllers ""Der Wind bringt mir die Träume zurück"" von 2008, DSN 3457620 in 11 Bibliotheken. Gerne zur Bestandserneuerung. Der Titel auf CD in 051/2. V 051 http://www.amazon.de/Fantasiereisen-Erwachsene-Stressbew%C3%A4ltigung-Gesundheitsvorsorge-Entspannung/dp/3769820797/ref=sr_1_1?s=books&ie=UTF8&qid=1396249484&sr=1-1&keywords=9783769820799","96","2014","ger","Don-Bosco-Verl.","Phantasiereise","Beispielsammlung"
"978-3-7701-3556-1","Toscana","Zimmermanns, Klaus","Kunstreiseführer mit Orts- und Landschaftsbeschreibungen in regionaler Ordnung, ausführlichen Beschreibungen von Kunstdenkmälern und Museen sowie ausgewählten reisepraktischen Informationen.","464","2011","ger","DuMont","","Kunstführer"
"978-3-7701-3978-1","Syrien","Scheck, Frank Rainer","Kunstreiseführer in üblicher Aufmachung, Auflage 2007 in 051 vorhanden. Über Syrien sind kaum Reiseführer im System (und wohl auch kaum welche zu erwarten).","472","2009","ger","DuMont","","Kunstführer"
"978-3-7701-4416-7","Portugal","Burmeister, Hans-Peter","Im Textteil konnten gegenüber der Auflage von 2001 keine Veränderungen festgestellt werden, die Zeittafel wurde fortgeführt und die reisepraktischen Informationen behutsam aktualisiert.","400","2012","ger","DuMont","","Kunstführer"
"978-3-7701-5607-8","Rom","Fischer, Heinz-Joachim","NB-Titel. Ausg.2002, DSN=3160922, Ausg.2006, DSN=3309136, 051,111,147,150,112,126,141, Ausg.2008, DSN=3432681 in 051,117. V051","448","2011","ger","DuMont","","Kunstführer"
"978-3-7701-7427-0","Burgund","Simon, Klaus","https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Burgund-Gratis-Download/dp/3770174275/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1496140172&sr=8-1","296","2017","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7436-2","München","Dippel, Andrea","NB-Titel. 3.Aufl. 2008, DS=3469656, 10 Ex., Neuaufl.2010, DS=3603160, 11 Ex. V051  http://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-M%C3%BCnchen-Andrea/dp/3770174364/ref=sr_1_1?ie=UTF8&qid=1411116218&sr=8-1&keywords=9783770174362","296","2015","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7451-5","Extremadura","Strohmaier, Jürgen","Die Extremadura ist ein ursprüngliches Stück Spanien, wie es in den touristischen Orten am Meer längst nicht mehr zu finden ist. Welche Sehenswürdigkeiten  darf man nicht versäumen? Welche Rundtour ist zu empfehlen? Diese und  andere Fragen zur Urlaubsplanung beantwortet der Autor Jürgen Strohmaier  gleich auf den ersten Seiten des Bandes. Er verrät zudem seine ganz  persönlichen Lieblingsplätze. Wer hinter die Kulissen der Extremadura schauen möchte,  begibt sich auf eine der zehn Entdeckungstouren und unternimmt in  Valencia de Alcántara einen Ausflug in die Steinzeit oder erkundet in  Olivenza die portugiesischen Spuren der ehemals zum Nachbarland  gehörenden Gemeinde. Aktivurlauber können mithilfe detaillierter  Wegbeschreibungen durch den Naturpark Monfragüe wandern oder mit dem Rad  den Pass Puerto de Honduras bezwingen. Präzise Citypläne, Wander-  und Tourenkarten sowie eine großformatige Reisekarte im Maßstab  1:525.000 sind Helfer bei der Orientierung vor Ort. Nach (buchkatalog.de). Bisher nur Titel in 051 vorhanden. Bestandslücke! V051  http://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Extremadura-Gratis-Download/dp/3770174518/ref=sr_1_1?ie=UTF8&qid=1418378715&sr=8-1&keywords=9783770174515","296","2015","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7456-0","Boston & Neuengland","Helmhausen, Ole","https://www.amazon.de/s/ref=nb_sb_noss?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&url=search-alias%3Dstripbooks&field-keywords=978-3-7701-7456-0","292","2017","ger","DuMont Reiseverlag","","Führer; Führer"
"978-3-7701-7462-1","Türkei - Die Südküste","Latzke, Hans E.","NB-Titel. 1.Aufl.2009, DS=3521822, 13 Ex.  http://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-T%C3%BCrkei-S%C3%BCdk%C3%BCste/dp/3770174623/ref=sr_1_1?ie=UTF8&qid=1433940863&sr=8-1&keywords=9783770174621","296","2015","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7481-2","DuMont Reise-Taschenbuch Reiseführer Sachsen-Anhalt","Köhler, Marlene","https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Sachsen-Anhalt-Gratis-Download/dp/377017481X/ref=sr_1_1?s=books&ie=UTF8&qid=1513262974&sr=1-1&keywords=9783770174812","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7485-0","Slowenien & Istrien","Schetar, Daniela","https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Slowenien-Istrien/dp/3770174852/ref=sr_1_1?s=books&ie=UTF8&qid=1504081916&sr=1-1&keywords=9783770174850","296","2017","ger","DuMont","","Führer; Führer"
"978-3-7701-7487-4","Malta, Gozo, Comino","Latzke, Hans E.","https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Malta-Comino/dp/3770174879/ref=sr_1_1?ie=UTF8&qid=1496158299&sr=8-1&keywords=9783770174874","296","2017","ger","DuMont Reiseverlag","","Führer; Führer; Führer"
"978-3-7701-7496-6","Harz","Gorsemann, Sabine","Zur Aktualisierung der Auflagen 2015 (DSN 4063352, 9x) und 2010 (DSN 3603663, 5x). - V051 -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Harz-Gratis-Download/dp/3770174968/ref=sr_1_1?s=books&ie=UTF8&qid=1520955128&sr=1-1&keywords=9783770174966","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7505-5","Schweden - der Süden","Juling, Petra","- https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Schweden-S%C3%BCden/dp/3770175050/ref=sr_1_1?ie=UTF8&qid=1498575624&sr=8-1&keywords=9783770175055","296","2017","ger","DuMont","","Führer"
"978-3-7701-7508-6","Bretagne","Görgens, Manfred","https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Bretagne-Gratis-Download/dp/3770175085/ref=sr_1_1?s=books&ie=UTF8&qid=1508941721&sr=1-1&keywords=9783770175086","292","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7513-0","Barcelona","Bischoff, Helmuth","Zum Ersatz der Erstauflage 2009 (DSN 3519985, in 129); gut zur Aktualisierung der zahlreichen aber nicht mehr überall aktuellen Literatur zu Barcelona geeignet. Zuletzt angeboten war der National-Geographic-Führer 2018 (DSN 4213551, 6x). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Barcelona-Gratis-Download/dp/3770175131/ref=sr_1_1?s=books&ie=UTF8&qid=1530189974&sr=1-1&keywords=9783770175130","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7522-2","Languedoc & Roussillon","Bongartz, Marianne","Zur Aktualisierung der 4. Auflage 2015 (DSN 4041936, in 051,112,128,143,145); bei Bedarf zusätzlich zum kürzlich angebotenen Vergleichstitel des Müller-Verlags (2018: DSN 4200792, 9x). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Languedoc-Roussillon/dp/3770175220/ref=sr_1_1?s=books&ie=UTF8&qid=1527594027&sr=1-1&keywords=9783770175222","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7523-9","Lanzarote","Reisenegger, Verónica","Zur Aktualisierung der 3. Auflage 2015 (DSN 4063518, in 117,128,129,132,141,145,146,150) und der 1. Auflage 2011 (DSN 3714880, in 117,123,126,141,143,147). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Lanzarote-Gratis-Download/dp/3770175239/ref=sr_1_1?s=books&ie=UTF8&qid=1541671857&sr=1-1&keywords=9783770175239","288","2019","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7524-6","London","Kossow, Annette","Zur Aktualisierung der 5. Auflage 2014 (DSN 3938975, 18x) bzw. der zahlreich vorhandenen London-Titel mit älteren Erscheinungsjahren . - https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-London-Gratis-Download/dp/3770175247/ref=sr_1_1?s=books&ie=UTF8&qid=1522829731&sr=1-1&keywords=9783770175246","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7525-3","Madeira","Lipps, Susanne","Die 4. Auflage 2014 (DSN 3955950, in 051,112,117,129,141,143,145,146,150,176,507) ist noch brauchbar, die Auflagen 2009 (DSN 3520003, in 128) und 2005 (DSN 3253593, in 133) müssen ersetzt werden. Bei Bedarf auch neben dem Müller-Titel von 2018 (DSN 4191051, 16x). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Madeira-Gratis-Download/dp/3770175255/ref=sr_1_1?s=books&ie=UTF8&qid=1522833752&sr=1-1&keywords=9783770175253","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7526-0","Mallorca","Aubert, Hans-Joachim","Die 4. Auflage 2014 (DSN 3938965, 12x) ist noch brauchbar, die 3. Auflage 2012 (DSN 3942706, in 144) sollte, die 1. Auflage 2009 (DSN 3519973, in 129,176) muss ausgesondert werden. - https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Mallorca-Gratis-Download/dp/3770175263/ref=sr_1_1?s=books&ie=UTF8&qid=1522833426&sr=1-1&keywords=9783770175260","292","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7530-7","Prag","Weiss, Walter M.","Zur Aktualisierung der 3. Auflage 2014 (DSN 3938933, 20x). Zur Aktualisierung zahlreicher älterer Titel im System gut geeignet! -  https://www.amazon.de/s/ref=nb_sb_noss?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&url=search-alias%3Dstripbooks&field-keywords=9783770175307&rh=n%3A186606%2Ck%3A9783770175307","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7533-8","Thailand - Der Süden","Möbius, Michael","Zur Aktualisierung der 3. Auflage 2014 (DSN 3938722, 15x) und der zu ersetzenden 1. Auflage 2010 (DSN 3602569, in 126,141,143,502). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Thailand-S%C3%BCden/dp/3770175336/ref=sr_1_1?s=books&ie=UTF8&qid=1541515810&sr=1-1&keywords=9783770175338","296","2018","ger","DuMont Reise Verlag","","Führer"
"978-3-7701-7534-5","Wales","Juling, Petra","Zur Aktualisierung der möglichst zu ersetzenden 1. Auflage 2011 (DSN 3756558, 12x); auch neben den Vergleichstiteln der Verlage Reise-know-how 2017 (DSN 4159231, 14x) und Müller 2016 (DSN 4089947, 8x). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Wales-Gratis-Download/dp/3770175344/ref=sr_1_1?s=books&ie=UTF8&qid=1541516118&sr=1-1&keywords=9783770175345","292","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7535-2","Wien","Weiss, Walter M.","Zur Aktualisierung der 5. Auflage 2016 (DSN 4172662, in 128,505) und der 4. Auflage 2014 (DSN 3938712, in 051,111,112,117,123,125,129,130,132,141,143,145,146,147,148,150,176); die Auflage 2009 (DSN 3521858, in 503) sollte ersetzt werden. -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Wien-Gratis-Download/dp/3770175352/ref=sr_1_1?s=books&ie=UTF8&qid=1530195779&sr=1-1&keywords=9783770175352","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7545-1","Allgäu","Homburg, Elke","Zur Aktualisierung der 1. Auflage 2010 (DSN 3700010, in 501,502,503). Bei Bedarf neben dem Baedeker 2017 (DSN 4134688, 13x) und dem Vergleichstitel des Trescher-Verlags 2016 (DSN 4103237, 7x). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Allg%C3%A4u-Gratis-Download/dp/377017545X/ref=sr_1_1?s=books&ie=UTF8&qid=1527596468&sr=1-1&keywords=9783770175451","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7548-2","Hurtigruten","Möbius, Michael","Zuletzt 4. Auflage 2014, DS 03966767 in 051; 117; 123; 133; 141; 143; 145; 146; 148; 150; 502; 507. - V051 https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Hurtigruten-Gratis-Download/dp/3770175484/ref=sr_1_1?s=books&ie=UTF8&qid=1519134257&sr=1-1&keywords=9783770175482","272","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7549-9","Island","Barth, Sabine","Im Bestand ist die Auflage 2014 (DSN 3938992, 15x; noch brauchbar) und 2010 (DSN 3580396, in 117,133,148,501,504,506; austauschen). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Island-Gratis-Download/dp/3770175492/ref=sr_1_1?s=books&ie=UTF8&qid=1523623682&sr=1-1&keywords=9783770175499&dpID=51vCJ3jU6bL&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","296","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7550-5","Réunion","Eiletz-Kaube, Daniela","Zuletzt 1. Auflage 2011, DS 03763003 in 117; 141; 143; 148. - V051 https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Reunion-Gratis-Download/dp/3770175506/ref=sr_1_1?s=books&ie=UTF8&qid=1519133739&sr=1-1&keywords=9783770175505","296","2018","ger","DuMont","","Führer"
"978-3-7701-7559-8","Provence","Tschirner, Susanne","Zur Aktualisierung der 4. Auflage 2014 (DSN 3938739, in 051,111,112,117,123,126,129,132,141,145,148,150,502) und der auszutauschenden Erstauflage 2009 (DSN 3522067, in 126,141/2). Neben dem zuletzt angebotenen Baedeker 2018 (DSN 4200020, 13x) und dem Müller 2018 (DSN 4202194, 10x). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Provence-Gratis-Download/dp/377017559X/ref=sr_1_1?s=books&ie=UTF8&qid=1530189242&sr=1-1&keywords=9783770175598","292","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7561-1","Madagaskar","Hooge, Heiko","Zu Madagaskar finden sich außer dem Reise-know-how-Führer 2015 (DSN 4000871, in 051,128,141,143,146) keine aktuellen Titel im Zweigstellenbestand, die Vorauflage des vorliegenden Titels ist nur in 051 im Bestand. Da Madagaskar durchaus im Trend liegt, bietet sich breiterer Systemeinsatz an. -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Madagaskar-Gratis-Download/dp/3770175611/ref=sr_1_1?s=books&ie=UTF8&qid=1542799977&sr=1-1&keywords=9783770175611","296","2019","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7564-2","Peloponnes","Bötig, Klaus","Im Bestand ist die 2. Auflage 2014 (DSN 3938950, in 132,507). Neben bzw. alternativ zum aktuellen Führer des Müller-Verlags (DSN 4217136, auf dieser Liste). -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Peloponnes-Gratis-Download/dp/3770175646/ref=sr_1_1?s=books&ie=UTF8&qid=1527593602&sr=1-1&keywords=9783770175642","296","2018","ger","Mairdumont","","Führer"
"978-3-7701-7565-9","Kos, Níssyros, Kálymnos, Léros, Lipsí, Pátmos","Bötig, Klaus","Zum Ersatz der 1. Auflage 2010 (DSN 3580395, in 117,126,128,141,143,148). Vorrangig zu Kos und den im Titel genannten Dodekanes-Inseln empfohlen; aktuelle Vergleichstitel fehlen im Zweigstellenbestand. -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-N%C3%ADssyros-K%C3%A1lymnos/dp/3770175654/ref=sr_1_1?s=books&ie=UTF8&qid=1537786478&sr=1-1&keywords=9783770175659","296","2019","ger","DuMont Reiseverlag","","Führer; Führer"
"978-3-7701-7569-7","Moskau","Gerberding, Eva","Zur Aktualisierung der 3. Auflage 2014 (DSN 4221366, in 051,146) und zum Ersatz älterer Vergleichstitel. -  https://www.amazon.de/DuMont-Reise-Taschenbuch-Reisef%C3%BChrer-Moskau-Gratis-Download/dp/3770175697/ref=sr_1_1?s=books&ie=UTF8&qid=1530192632&sr=1-1&keywords=9783770175697","292","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7785-1","Südengland","Nowel, Ingrid","Aktualisierte Ausgabe der 1.Aufl.2011, DS=3737748, 051(2). Eingeführte Reihe für Individualreisende. Das ausführliche DuMont Reise-Handbuch beschreibt Südengland flächendeckend, gegliedert nach Reiseregionen. Es legt einen deutlichen Schwerpunkt auf die besonders sehenswerten Städte und Landschaften. Mit Tipps und Adressen Ort für Ort, umfangreichen Hintergrundinformationen sowie einer Extra-Reisekarte. Zuletzt auf Liste:""England - der Süden"", 2015, DS=04005159, DS=04005159, 051,128,141,148,150.   http://www.amazon.de/DuMont-Reise-Handbuch-S%C3%BCdengland-Ingrid-Nowel/dp/3770177851/ref=sr_1_1?ie=UTF8&qid=1428497445&sr=8-1&keywords=9783770177851","432","2015","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7820-9","Indonesien","Dusik, Roland","https://www.amazon.de/DuMont-Reise-Handbuch-Reisef%C3%BChrer-Indonesien-Extra-Reisekarte/dp/3770178203/ref=sr_1_1?s=books&ie=UTF8&qid=1513253830&sr=1-1&keywords=9783770178209","576","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7830-8","Australien","Dusik, Roland","Zuletzt 3. Auflage 2015 (DSN 4012892, 9x); die 2. Auflage 2009 (DSN 3543761, in 128,133,141,147,148) sollte erseztz werden. -  https://www.amazon.de/DuMont-Reise-Handbuch-Reisef%C3%BChrer-Australien-Extra-Reisekarte/dp/3770178300/ref=sr_1_1?s=books&ie=UTF8&qid=1524138128&sr=1-1&keywords=9783770178308","560","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7833-9","Kalifornien","Braunger, Manfred","V051-  https://www.amazon.de/DuMont-Reise-Handbuch-Reisef%C3%BChrer-Kalifornien-Extra-Reisekarte/dp/3770178335/ref=sr_1_1?s=books&ie=UTF8&qid=1516119356&sr=1-1&keywords=9783770178339","464","2018","ger","DuMont","","Führer"
"978-3-7701-7837-7","Südkorea","Rau, Joachim","V051   https://www.amazon.de/DuMont-Reise-Handbuch-Reisef%C3%BChrer-S%C3%BCdkorea-Extra-Reisekarte/dp/3770178378/ref=sr_1_1?s=books&ie=UTF8&qid=1516636431&sr=1-1&keywords=9783770178377","472","2017","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7841-4","Kroatien","Beyerle, Hubert","https://www.amazon.de/DuMont-Reise-Handbuch-Reisef%C3%BChrer-Kroatien-Extra-Reisekarte/dp/3770178416/ref=sr_1_1?ie=UTF8&qid=1496158637&sr=8-1&keywords=9783770178414","440","2017","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7851-3","Chile","Asal, Susanne","https://www.amazon.de/DuMont-Reise-Handbuch-Reisef%C3%BChrer-Chile-Osterinsel/dp/3770178513/ref=sr_1_1?ie=UTF8&qid=1498576257&sr=8-1&keywords=9783770178513","432","2017","ger","DuMont Reiseverlag","","Führer; Führer"
"978-3-7701-7854-4","Oberitalien","Nenzel, Nana Claudia","https://www.amazon.de/DuMont-Reise-Handbuch-Reisef%C3%BChrer-Oberitalien-Extra-Reisekarte/dp/3770178548/ref=sr_1_1?ie=UTF8&qid=1499332933&sr=8-1&keywords=9783770178544","528","2017","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7857-5","Seychellen","Därr, Wolfgang","V051 -  https://www.amazon.de/DuMont-Reise-Handbuch-Reisef%C3%BChrer-Seychellen-Extra-Reisekarte/dp/3770178572/ref=sr_1_1?s=books&ie=UTF8&qid=1516975108&sr=1-1&keywords=9783770178575","344","2018","ger","DuMont Reiseverlag","","Führer"
"978-3-7701-7861-2","Chile","Asal, Susanne","1. Auflage nicht mehr vh. - V051 https://www.amazon.de/Stefan-Loose-Reisef%C3%BChrer-Chile-Osterinsel/dp/3770178610/ref=sr_1_1?s=books&ie=UTF8&qid=1519134804&sr=1-1&keywords=9783770178612","552","2018","ger","DuMont Reiseverlag","","Führer; Führer"
"978-3-7701-7873-5","Norwegen","Möbius, Aaron","Zuletzt 3. Auflage 2016, DS 04092655 in 051; 128; 141; 143; 146. - V051 https://www.amazon.de/Stefan-Loose-Reisef%C3%BChrer-Norwegen-Reiseatlas/dp/3770178734/ref=sr_1_1?s=books&ie=UTF8&qid=1519134633&sr=1-1&keywords=9783770178735","644","2018","ger","DuMont","","Führer"
"978-3-7701-7881-0","Indonesien","Loose, Mischa","Im Bestand sind die noch gut einsetzbare 3. Auflage 2016 (DSN 4112309, in 051,146; derzeit 3 Vormerker) und die möglichst zu ersetzende 1. Auflage 2013 (DSN 3840268, in 112,117,118,123,126,128,132,143,145,148,150). Bei Bedarf auch zusätzlich zum DuMont-Reisehandbuch 2018 (DSN 4193302, 15x). -  https://www.amazon.de/Stefan-Loose-Reisef%C3%BChrer-Indonesien-Reiseatlas/dp/3770178815/ref=sr_1_1?s=books&ie=UTF8&qid=1528982805&sr=1-1&keywords=9783770178810","772","2018","ger","DuMont Reiseverlag","","Führer"
